Date,Open,High,Low,Close,Adj Close,Volume
2019-11-21,65.922501,66.002502,65.294998,65.502502,63.984997,121395200
2019-11-22,65.647499,65.794998,65.209999,65.445000,63.928806,65325200
2019-11-25,65.677498,66.610001,65.629997,66.592499,65.049736,84020400
2019-11-26,66.735001,66.790001,65.625000,66.072502,64.541794,105207600
2019-11-27,66.394997,66.995003,66.327499,66.959999,65.408730,65235600
2019-11-29,66.650002,67.000000,66.474998,66.812500,65.264641,46617600
2019-12-02,66.817497,67.062500,65.862503,66.040001,64.510040,94487200
2019-12-03,64.577499,64.882500,64.072502,64.862503,63.359829,114430400
2019-12-04,65.267502,65.827499,65.169998,65.434998,63.919064,67181600
2019-12-05,65.947502,66.472504,65.682503,66.394997,64.856804,74424400
2019-12-06,66.870003,67.750000,66.824997,67.677498,66.109612,106075600
2019-12-09,67.500000,67.699997,66.227501,66.730003,65.184067,128042400
2019-12-10,67.150002,67.517502,66.464996,67.120003,65.565041,90420400
2019-12-11,67.202499,67.775002,67.125000,67.692497,66.124260,78756800
2019-12-12,66.945000,68.139999,66.830002,67.864998,66.292763,137310400
2019-12-13,67.864998,68.824997,67.732498,68.787498,67.193886,133587600
2019-12-16,69.250000,70.197502,69.245003,69.964996,68.344109,128186000
2019-12-17,69.892502,70.442497,69.699997,70.102501,68.478432,114158400
2019-12-18,69.949997,70.474998,69.779999,69.934998,68.314789,116028400
2019-12-19,69.875000,70.294998,69.737503,70.004997,68.383171,98369200
2019-12-20,70.557503,70.662498,69.639999,69.860001,68.241547,275978000
2019-12-23,70.132500,71.062500,70.092499,71.000000,69.355141,98572000
2019-12-24,71.172501,71.222504,70.730003,71.067497,69.421082,48478800
2019-12-26,71.205002,72.495003,71.175003,72.477501,70.798409,93121200
2019-12-27,72.779999,73.492500,72.029999,72.449997,70.771530,146266000
2019-12-30,72.364998,73.172501,71.305000,72.879997,71.191566,144114400
2019-12-31,72.482498,73.419998,72.379997,73.412498,71.711739,100805600
2020-01-02,74.059998,75.150002,73.797501,75.087502,73.347939,135480400
2020-01-03,74.287498,75.144997,74.125000,74.357498,72.634834,146322800
2020-01-06,73.447502,74.989998,73.187500,74.949997,73.213631,118387200
2020-01-07,74.959999,75.224998,74.370003,74.597504,72.869293,108872000
2020-01-08,74.290001,76.110001,74.290001,75.797501,74.041481,132079200
2020-01-09,76.809998,77.607498,76.550003,77.407501,75.614189,170108400
2020-01-10,77.650002,78.167503,77.062500,77.582497,75.785141,140644800
2020-01-13,77.910004,79.267502,77.787498,79.239998,77.404228,121532000
2020-01-14,79.175003,79.392502,78.042503,78.169998,76.359016,161954400
2020-01-15,77.962502,78.875000,77.387497,77.834999,76.031799,121923600
2020-01-16,78.397499,78.925003,78.022499,78.809998,76.984207,108829200
2020-01-17,79.067497,79.684998,78.750000,79.682503,77.836487,137816400
2020-01-21,79.297501,79.754997,79.000000,79.142502,77.308990,110843200
2020-01-22,79.644997,79.997498,79.327499,79.425003,77.584953,101832400
2020-01-23,79.480003,79.889999,78.912498,79.807503,77.958588,104472000
2020-01-24,80.062500,80.832497,79.379997,79.577499,77.733925,146537600
2020-01-27,77.514999,77.942497,76.220001,77.237503,75.448135,161940000
2020-01-28,78.150002,79.599998,78.047501,79.422501,77.582497,162234000
2020-01-29,81.112503,81.962502,80.345001,81.084999,79.206482,216229200
2020-01-30,80.135002,81.022499,79.687500,80.967499,79.091698,126743200
2020-01-31,80.232498,80.669998,77.072502,77.377502,75.584892,199588400
2020-02-03,76.074997,78.372498,75.555000,77.165001,75.377312,173788400
2020-02-04,78.827499,79.910004,78.407501,79.712502,77.865784,136616400
2020-02-05,80.879997,81.190002,79.737503,80.362503,78.500725,118826800
2020-02-06,80.642502,81.305000,80.065002,81.302498,79.418945,105425600
2020-02-07,80.592499,80.849998,79.500000,80.007500,78.339424,117684000
2020-02-10,78.544998,80.387497,78.462502,80.387497,78.711502,109348800
2020-02-11,80.900002,80.974998,79.677498,79.902496,78.236618,94323200
2020-02-12,80.367500,81.805000,80.367500,81.800003,80.094582,113730400
2020-02-13,81.047501,81.555000,80.837502,81.217499,79.524200,94747600
2020-02-14,81.184998,81.495003,80.712502,81.237503,79.543808,80113600
2020-02-18,78.839996,79.937500,78.652496,79.750000,78.087296,152531200
2020-02-19,80.000000,81.142502,80.000000,80.904999,79.218224,93984000
2020-02-20,80.657501,81.162498,79.552498,80.074997,78.405533,100566000
2020-02-21,79.654999,80.112503,77.625000,78.262497,76.630806,129554000
2020-02-24,74.315002,76.044998,72.307503,74.544998,72.990829,222195200
2020-02-25,75.237503,75.632500,71.532501,72.019997,70.518463,230673600
2020-02-26,71.632500,74.470001,71.625000,73.162498,71.637138,198054800
2020-02-27,70.275002,71.500000,68.239998,68.379997,66.954353,320605600
2020-02-28,64.315002,69.602501,64.092499,68.339996,66.915192,426510000
2020-03-02,70.570000,75.360001,69.430000,74.702499,73.145035,341397200
2020-03-03,75.917503,76.000000,71.449997,72.330002,70.822006,319475600
2020-03-04,74.110001,75.849998,73.282501,75.684998,74.107040,219178400
2020-03-05,73.879997,74.887497,72.852501,73.230003,71.703239,187572800
2020-03-06,70.500000,72.705002,70.307503,72.257500,70.751015,226176800
2020-03-09,65.937500,69.522499,65.750000,66.542503,65.155159,286744800
2020-03-10,69.285004,71.610001,67.342499,71.334999,69.847748,285290000
2020-03-11,69.347504,70.305000,67.964996,68.857498,67.421906,255598800
2020-03-12,63.985001,67.500000,62.000000,62.057499,60.763668,418474000
2020-03-13,66.222504,69.980003,63.237499,69.492500,68.043663,370732000
2020-03-16,60.487499,64.769997,60.000000,60.552502,59.290051,322423600
2020-03-17,61.877499,64.402496,59.599998,63.215000,61.897034,324056000
2020-03-18,59.942501,62.500000,59.279999,61.667500,60.381805,300233600
2020-03-19,61.847500,63.209999,60.652500,61.195000,59.919155,271857200
2020-03-20,61.794998,62.957500,57.000000,57.310001,56.115150,401693200
2020-03-23,57.020000,57.125000,53.152500,56.092499,54.923035,336752800
2020-03-24,59.090000,61.922501,58.575001,61.720001,60.433212,287531200
2020-03-25,62.687500,64.562500,61.075001,61.380001,60.100300,303602000
2020-03-26,61.630001,64.669998,61.590000,64.610001,63.262955,252087200
2020-03-27,63.187500,63.967499,61.762501,61.935001,60.643726,204216800
2020-03-30,62.685001,63.880001,62.349998,63.702499,62.374382,167976400
2020-03-31,63.900002,65.622498,63.000000,63.572498,62.247086,197002000
2020-04-01,61.625000,62.180000,59.782501,60.227501,58.971821,176218400
2020-04-02,60.084999,61.287498,59.224998,61.232498,59.955872,165934000
2020-04-03,60.700001,61.424999,59.742500,60.352501,59.094227,129880000
2020-04-06,62.724998,65.777496,62.345001,65.617500,64.249451,201820400
2020-04-07,67.699997,67.925003,64.750000,64.857498,63.505302,202887200
2020-04-08,65.684998,66.842499,65.307503,66.517502,65.130676,168895200
2020-04-09,67.175003,67.517502,66.175003,66.997498,65.600670,161834800
2020-04-13,67.077499,68.425003,66.457497,68.312500,66.888260,131022800
2020-04-14,70.000000,72.062500,69.512497,71.762497,70.266327,194994800
2020-04-15,70.599998,71.582497,70.157501,71.107498,69.624992,131154400
2020-04-16,71.845001,72.050003,70.587502,71.672501,70.178223,157125200
2020-04-17,71.172501,71.737503,69.214996,70.699997,69.225975,215250000
2020-04-20,69.487503,70.419998,69.212502,69.232498,67.789101,130015200
2020-04-21,69.070000,69.312500,66.357498,67.092499,65.693703,180991600
2020-04-22,68.402496,69.474998,68.050003,69.025002,67.585907,116862400
2020-04-23,68.967499,70.437500,68.717499,68.757500,67.323975,124814400
2020-04-24,69.300003,70.752502,69.250000,70.742500,69.267593,126161200
2020-04-27,70.449997,71.135002,69.987503,70.792503,69.316559,117087600
2020-04-28,71.269997,71.457497,69.550003,69.644997,68.192978,112004800
2020-04-29,71.182503,72.417503,70.972504,71.932503,70.432785,137280800
2020-04-30,72.489998,73.632500,72.087502,73.449997,71.918655,183064000
2020-05-01,71.562500,74.750000,71.462502,72.267502,70.760803,240616800
2020-05-04,72.292503,73.422501,71.580002,73.290001,71.762001,133568000
2020-05-05,73.764999,75.250000,73.614998,74.389999,72.839058,147751200
2020-05-06,75.114998,75.809998,74.717499,75.157501,73.590553,142333600
2020-05-07,75.805000,76.292503,75.492500,75.934998,74.351845,115215200
2020-05-08,76.410004,77.587502,76.072502,77.532501,76.121536,133838400
2020-05-11,77.025002,79.262497,76.809998,78.752502,77.319336,145946400
2020-05-12,79.457497,79.922501,77.727501,77.852501,76.435722,162301200
2020-05-13,78.037498,78.987503,75.802498,76.912498,75.512833,200622400
2020-05-14,76.127502,77.447502,75.382500,77.385002,75.976730,158929200
2020-05-15,75.087502,76.974998,75.052498,76.927498,75.527550,166348400
2020-05-18,78.292503,79.125000,77.580002,78.739998,77.307076,135178400
2020-05-19,78.757500,79.629997,78.252502,78.285004,76.860367,101729600
2020-05-20,79.169998,79.879997,79.129997,79.807503,78.355141,111504800
2020-05-21,79.665001,80.222504,78.967499,79.212502,77.770958,102688800
2020-05-22,78.942497,79.807503,78.837502,79.722504,78.271698,81803200
2020-05-26,80.875000,81.059998,79.125000,79.182503,77.741516,125522000
2020-05-27,79.035004,79.677498,78.272499,79.527496,78.080238,112945200
2020-05-28,79.192497,80.860001,78.907501,79.562500,78.114594,133560800
2020-05-29,79.812500,80.287498,79.117500,79.485001,78.038506,153532400
2020-06-01,79.437500,80.587502,79.302498,80.462502,78.998215,80791200
2020-06-02,80.187500,80.860001,79.732498,80.834999,79.363945,87642800
2020-06-03,81.165001,81.550003,80.574997,81.279999,79.800850,104491200
2020-06-04,81.097504,81.404999,80.195000,80.580002,79.113586,87560400
2020-06-05,80.837502,82.937500,80.807503,82.875000,81.366806,137250400
2020-06-08,82.562500,83.400002,81.830002,83.364998,81.847885,95654400
2020-06-09,83.035004,86.402496,83.002502,85.997498,84.432487,147712400
2020-06-10,86.974998,88.692497,86.522499,88.209999,86.604729,166651600
2020-06-11,87.327499,87.764999,83.870003,83.974998,82.446800,201662400
2020-06-12,86.180000,86.949997,83.555000,84.699997,83.158607,200146000
2020-06-15,83.312500,86.419998,83.144997,85.747498,84.187042,138808800
2020-06-16,87.864998,88.300003,86.180000,88.019997,86.418182,165428800
2020-06-17,88.787498,88.849998,87.772499,87.897499,86.297913,114406400
2020-06-18,87.852501,88.362503,87.305000,87.932503,86.332291,96820400
2020-06-19,88.660004,89.139999,86.287498,87.430000,85.838921,264476000
2020-06-22,87.834999,89.864998,87.787498,89.717499,88.084793,135445200
2020-06-23,91.000000,93.095001,90.567497,91.632500,89.964935,212155600
2020-06-24,91.250000,92.197502,89.629997,90.014999,88.376884,192623200
2020-06-25,90.175003,91.250000,89.392502,91.209999,89.550125,137522400
2020-06-26,91.102501,91.330002,88.254997,88.407501,86.798630,205256800
2020-06-29,88.312500,90.542503,87.820000,90.445000,88.799057,130646000
2020-06-30,90.019997,91.495003,90.000000,91.199997,89.540306,140223200
2020-07-01,91.279999,91.839996,90.977501,91.027496,89.370956,110737200
2020-07-02,91.962502,92.617500,90.910004,91.027496,89.370956,114041600
2020-07-06,92.500000,93.945000,92.467499,93.462502,91.761635,118655600
2020-07-07,93.852501,94.654999,93.057503,93.172501,91.476921,112424400
2020-07-08,94.180000,95.375000,94.089996,95.342499,93.607437,117092000
2020-07-09,96.262497,96.317497,94.672501,95.752502,94.009964,125642800
2020-07-10,95.334999,95.980003,94.705002,95.919998,94.174431,90257200
2020-07-13,97.264999,99.955002,95.257500,95.477501,93.739967,191649200
2020-07-14,94.839996,97.254997,93.877502,97.057503,95.291214,170989200
2020-07-15,98.989998,99.247498,96.489998,97.724998,95.946587,153198000
2020-07-16,96.562500,97.404999,95.904999,96.522499,94.765961,110577600
2020-07-17,96.987503,97.147499,95.839996,96.327499,94.574501,92186800
2020-07-20,96.417503,98.500000,96.062500,98.357498,96.567551,90318000
2020-07-21,99.172501,99.250000,96.742500,97.000000,95.234772,103433200
2020-07-22,96.692497,97.974998,96.602501,97.272499,95.502296,89001600
2020-07-23,96.997498,97.077499,92.010002,92.845001,91.155380,197004400
2020-07-24,90.987503,92.970001,89.144997,92.614998,90.929573,185438800
2020-07-27,93.709999,94.904999,93.480003,94.809998,93.084625,121214000
2020-07-28,94.367500,94.550003,93.247498,93.252502,91.555481,103625600
2020-07-29,93.750000,95.230003,93.712502,95.040001,93.310440,90329200
2020-07-30,94.187500,96.297501,93.767502,96.190002,94.439514,158130000
2020-07-31,102.885002,106.415001,100.824997,106.260002,104.326248,374336800
2020-08-03,108.199997,111.637497,107.892502,108.937500,106.955032,308151200
2020-08-04,109.132500,110.790001,108.387497,109.665001,107.669304,173071600
2020-08-05,109.377502,110.392502,108.897499,110.062500,108.059555,121776800
2020-08-06,110.404999,114.412498,109.797501,113.902496,111.829659,202428800
2020-08-07,113.205002,113.675003,110.292503,111.112503,109.287132,198045600
2020-08-10,112.599998,113.775002,110.000000,112.727501,110.875595,212403600
2020-08-11,111.970001,112.482498,109.107498,109.375000,107.578171,187902400
2020-08-12,110.497498,113.275002,110.297501,113.010002,111.153458,165598000
2020-08-13,114.430000,116.042503,113.927498,115.010002,113.120598,210082000
2020-08-14,114.830002,115.000000,113.044998,114.907501,113.019798,165565200
2020-08-17,116.062500,116.087502,113.962502,114.607498,112.724716,119561600
2020-08-18,114.352501,116.000000,114.007500,115.562500,113.664017,105633600
2020-08-19,115.982498,117.162498,115.610001,115.707497,113.806656,145538000
2020-08-20,115.750000,118.392502,115.732498,118.275002,116.331963,126907200
2020-08-21,119.262497,124.867500,119.250000,124.370003,122.326859,338054800
2020-08-24,128.697495,128.785004,123.937500,125.857498,123.789902,345937600
2020-08-25,124.697502,125.180000,123.052498,124.824997,122.774368,211495600
2020-08-26,126.180000,126.992500,125.082497,126.522499,124.443977,163022400
2020-08-27,127.142502,127.485001,123.832497,125.010002,122.956329,155552400
2020-08-28,126.012497,126.442497,124.577499,124.807503,122.757149,187630000
2020-08-31,127.580002,131.000000,126.000000,129.039993,126.920113,225702700
2020-09-01,132.759995,134.800003,130.529999,134.179993,131.975647,151948100
2020-09-02,137.589996,137.979996,127.000000,131.399994,129.241364,200119000
2020-09-03,126.910004,128.839996,120.500000,120.879997,118.894173,257599600
2020-09-04,120.070000,123.699997,110.889999,120.959999,118.972862,332607200
2020-09-08,113.949997,118.989998,112.680000,112.820000,110.966591,231366600
2020-09-09,117.260002,119.139999,115.260002,117.320000,115.392654,176940500
2020-09-10,120.360001,120.500000,112.500000,113.489998,111.625572,182274400
